city_id,city_name,line_id,line_name,line_hex_color,station_id,station_name,lat,lng,order
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.154,"Цветной бульвар",55.771653,37.620466,9
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.123,"Чеховская",55.765747,37.608493,10
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.7,"Боровицкая",55.750399,37.60934,11
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.115,"Полянка",55.736795,37.618594,12
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.37,"Серпуховская",55.726548,37.624792,13
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.142,"Тульская",55.70961,37.622569,14
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.85,"Нагатинская",55.682099,37.620917,15
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.86,"Нагорная",55.672962,37.610397,16
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.87,"Нахимовский проспект",55.662379,37.605274,17
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.43,"Севастопольская",55.651451,37.59809,18
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.156,"Чертановская",55.640538,37.606065,19
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.163,"Южная",55.622436,37.609047,20
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.116,"Пражская",55.610962,37.602386,21
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.147,"Улица Академика Янгеля",55.596753,37.601498,22
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.10,"Аннино",55.583477,37.596999,23
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.170,"Бульвар Дмитрия Донского",55.568201,37.576856,24
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.111,"Планерная",55.859676,37.436808,0
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.138,"Сходненская",55.84926,37.44076,1
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.145,"Тушинская",55.825479,37.437024,2
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.507,"Спартак",55.8182,37.4352,3
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.160,"Щукинская",55.8094,37.463241,4
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.95,"Октябрьское поле",55.793581,37.493317,5
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.114,"Полежаевская",55.777201,37.517895,6
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.18,"Беговая",55.773505,37.545518,7
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.146,"Улица 1905 года",55.763944,37.562271,8
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.16,"Баррикадная",55.760793,37.581242,9
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.124,"Пушкинская",55.765607,37.604356,10
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.67,"Кузнецкий мост",55.761498,37.624423,11
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.51,"Китай-город",55.75436,37.633877,12
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.77,"Таганская",55.739502,37.653605,13
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.62,"Пролетарская",55.731546,37.666917,14
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.31,"Волгоградский проспект",55.725546,37.685197,15
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.139,"Текстильщики",55.709211,37.732117,16
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.68,"Кузьминки",55.705493,37.763295,17
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.127,"Рязанский проспект",55.716139,37.792694,18
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.33,"Выхино",55.715983,37.816788,19
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.464,"Лермонтовский проспект",55.702036,37.851044,20
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.465,"Жулебино",55.684722,37.855833,21
1,"Москва",7,"Таганско-Краснопресненская",943E90,7.508,"Котельники",55.6743,37.8582,22
1,"Москва",5,"Кольцевая",915133,5.82,"Новослободская",55.779606,37.601252,0
1,"Москва",5,"Кольцевая",915133,5.119,"Проспект Мира",55.779584,37.633646,1
1,"Москва",5,"Кольцевая",915133,5.55,"Комсомольская",55.775672,37.654772,2
1,"Москва",5,"Кольцевая",915133,5.71,"Курская",55.758631,37.661059,3
1,"Москва",5,"Кольцевая",915133,5.76,"Таганская",55.742396,37.653334,4
1,"Москва",5,"Кольцевая",915133,5.102,"Павелецкая",55.731414,37.636294,5
1,"Москва",5,"Кольцевая",915133,5.36,"Добрынинская",55.728994,37.622533,6
1,"Москва",5,"Кольцевая",915133,5.93,"Октябрьская",55.729264,37.611049,7
1,"Москва",5,"Кольцевая",915133,5.104,"Парк культуры",55.735221,37.593095,8
1,"Москва",5,"Кольцевая",915133,5.49,"Киевская",55.74361,37.56735,10
1,"Москва",5,"Кольцевая",915133,5.58,"Краснопресненская",55.760378,37.577114,11
1,"Москва",5,"Кольцевая",915133,5.20,"Белорусская",55.775179,37.582303,12
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.833,"Физтех",55.921389,37.546389,0
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.834,"Лианозово",55.931111,37.543611,1
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.835,"Яхромская",55.8775,37.545833,2
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.597,"Селигерская",55.86483,37.55005,3
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.598,"Верхние Лихоборы",55.85566,37.56282,4
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.596,"Окружная",55.848889,37.571111,5
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.548,"Петровско-Разумовская",55.836667,37.575556,6
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.547,"Фонвизинская",55.822778,37.588056,7
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.546,"Бутырская ",55.813333,37.602778,8
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.185,"Марьина Роща",55.793723,37.61618,9
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.184,"Достоевская",55.781667,37.613889,10
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.177,"Трубная",55.76771,37.621926,11
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.175,"Сретенский бульвар",55.766106,37.635688,12
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.72,"Чкаловская",55.755951,37.659293,13
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.113,"Римская",55.747027,37.679996,14
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.63,"Крестьянская застава",55.732278,37.665325,15
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.39,"Дубровка",55.71807,37.676259,16
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.52,"Кожуховская",55.706156,37.68544,17
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.109,"Печатники",55.692921,37.728338,18
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.32,"Волжская",55.690446,37.754314,19
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.75,"Люблино",55.676596,37.761639,20
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.25,"Братиславская",55.658817,37.748415,21
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.79,"Марьино",55.649158,37.743844,22
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.187,"Борисово",55.6325,37.743333,23
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.188,"Шипиловская",55.621667,37.743611,24
1,"Москва",10,"Люблинско-Дмитровская",BED12C,10.186,"Зябликово",55.611944,37.745278,25
1,"Москва",11,"Каховская",88CDCF,11.46,"Каширская",55.654327,37.647705,0
1,"Москва",11,"Каховская",88CDCF,11.26,"Варшавская",55.653294,37.619522,1
1,"Москва",11,"Каховская",88CDCF,11.44,"Каховская",55.652923,37.596573,2
1,"Москва",12,"Бутовская",BAC8E8,12.167,"Бунинская аллея",55.537977,37.515899,0
1,"Москва",12,"Бутовская",BAC8E8,12.168,"Улица Горчакова",55.542281,37.532063,1
1,"Москва",12,"Бутовская",BAC8E8,12.169,"Бульвар Адмирала Ушакова",55.545207,37.542329,2
1,"Москва",12,"Бутовская",BAC8E8,12.166,"Улица Скобелевская",55.548103,37.552721,3
1,"Москва",12,"Бутовская",BAC8E8,12.171,"Улица Старокачаловская",55.569194,37.576074,4
1,"Москва",12,"Бутовская",BAC8E8,12.466,"Лесопарковая",55.581656,37.577816,5
1,"Москва",12,"Бутовская",BAC8E8,12.467,"Битцевский Парк",55.600066,37.556058,6
1,"Москва",133,"Солнцевская",FFCD1C,133.468,"Деловой центр",55.7491,37.5395,0
1,"Москва",133,"Солнцевская",FFCD1C,133.885,"Пыхтино",55.625,37.298056,1
1,"Москва",133,"Солнцевская",FFCD1C,133.470,"Парк Победы",55.736478,37.514401,2
1,"Москва",133,"Солнцевская",FFCD1C,133.555,"Минская",55.7232,37.5038,3
1,"Москва",133,"Солнцевская",FFCD1C,133.556,"Ломоносовский проспект",55.7055,37.5225,4
